tiempo;VELOCIDAD;ACELERACION;;
804;8,298866;0,199068833;;8,075477
805;8,525344;0,218543;;7,9092216
806;8,674614;-0,0095225;;7,1335354
807;8,541815;-0,100070583;;5,8081255
808;8,544904;0,097711583;;4,456465
809;8,688511;0,082827083;;3,1531882
810;8,675643;-0,066442125;;1,7464525
811;8,593802;-0,04087725;;1,0701075
812;8,5845375;-0,063525583;;0
813;8,450194;-0,152358417;;0
814;8,289086;-0,208976792;;0
815;8,058491;-0,127221808;;2,586994
816;7,958635;-0,3273632;;2,894283
817;7,3332477;-0,835737167;;2,6044943
818;6,415498;-0,81437655;;2,234409
819;5,742241;-0,665149942;;1,4839442
820;5,0031;-0,846503333;;1,2095972
821;4,015863;-1,160141117;;1,4437958
822;2,762514;-1,206466142;;1,8231461
823;1,7392464;-0,661846817;;2,217938
824;1,2677609;-0,9292881;;2,3790462
825;0;-0,700236733;;2,8541348
826;0;-0,096639092;;3,4867284
827;0;1,33450315;;3,35393
828;2,42743;1,970013508;;3,7935028
829;3,4054022;0,42104275;;4,447715
830;3,6030555;0,452011825;;4,4544063
831;4,352491;0,516781242;;4,337564
832;4,5799985;0,261050158;;4,10491
833;5,0195713;0,727002083;;4,2557235
834;5,807096;0,225533758;;4,7652984
835;5,445246;-0,375618525;;4,916112
836;5,278991;-0,079052492;;4,9284654
837;5,3021536;0,218327883;;5,050969
838;5,6109867;0,167027433;;5,0833964
839;5,481277;-0,552082608;;5,833347
840;4,707649;-0,416152992;;5,8271704
841;4,7004433;-0,081111383;;5,803493
842;4,358153;-0,604283867;;5,629517
843;3,6586456;-0,379092942;;5,647532
844;3,6246738;-0,120659508;;5,4462757
845;3,381725;-0,0847575;;5,761801
846;3,5907023;0,552768933;;5,2244306
847;4,4039636;0,854224458;;5,7545943
848;5,1693554;0,702595592;;5,7782717
849;5,7602563;0,3660104;;5,657827
850;6,0098968;0,5079453;;5,4725266
851;6,73617;0,461705758;;5,455026
852;6,8813214;0,208204817;;5,335096
853;7,191184;0,173719067;;5,963057
854;7,151551;-0,208934267;;5,204871
855;6,813378;-0,402126933;;5,173473
856;6,3660846;-0,510776;;5,140531
857;5,732976;-0,880475508;;4,782799
858;4,637647;-1,120207067;;4,8126526
859;3,5515833;-1,161599217;;4,9171414
860;2,3574278;-1,02764295;;4,3427114
861;1,430413;-1,275653258;;4,324696
862;0;-0,75715635;;3,2406912
863;0;0,119201083;;2,3522806
864;0;0;;2,018226
865;0;0;;1,5168864
866;0;0;;1,6630675
867;0;0;;2,0506532
868;0;0;;2,5911117
869;0;0;;2,5885382
870;0;-0,113410467;;3,0404642
871;0;0,780276017;;3,472316
872;1,3609256;0,882019492;;3,8274744
873;1,5240926;-0,04774055;;4,3298435
874;1,6085069;0,5345819;;4,67934
875;2,553537;0,9356792;;4,675222
876;3,181498;0,100842742;;5,0669255
877;2,879871;-0,1822546;;5,033983
878;3,009066;0,227035325;;4,8600073
879;3,3611362;0,700108192;;4,3483734
880;4,3071957;0,83316365;;5,0293508
881;4,8636103;0,320328717;;5,0463367
882;5,030895;0,222145442;;4,6077933
883;5,306786;0,068586858;;4,8147116
884;5,186856;-0,017672117;;5,2831087
885;5,288256;-0,011238317;;5,316051
886;5,0947204;-0,351083417;;5,2970066
887;4,704561;-0,187659183;;5,123545
888;4,730297;-0,034443525;;4,59544
889;4,624779;0,062538717;;4,7318416
890;4,8697867;0,232354333;;4,3612413
891;5,070014;0,3733884;;3,611806
892;5,503925;0,098354858;;3,1217902
893;5,2172246;-0,410491242;;1,79741
894;4,8672132;-0,130825292;;1,6440228
895;4,9022145;-0,153472758;;1,4715909
896;4,5537477;-0,19743905;;1,6990981
897;4,5511737;-0,004032042;;1,8231461
898;4,4281554;-0,331523842;;2,153083
899;3,9458606;-0,400754158;;2,1551418
900;3,689529;-0,251656367;;2,016167
901;3,4512124;-0,094580233;;2,2673514
902;3,4908462;0,045381517;;2,0527122
903;3,491361;-0,019816783;;1,8478528
904;3,4661396;-0,002530708;;1,7078483
905;3,491361;0,017714917;;1,8468233
906;3,5212147;0,146181033;;2,5103002
907;3,7193828;-0,033628525;;2,5916264
908;3,5361416;0,109464192;;2,8917093
909;4,0143185;0,583909333;;3,487243
910;4,56713;0,530378383;;3,7126913
911;4,960378;0,083170742;;2,949873
912;4,740077;-0,347222975;;2,3002937
913;4,3998456;-0,253500833;;1,5297544
914;4,2495465;-0,1121238;;0
915;4,078144;-0,405686725;;0
916;3,5119498;-0,375361133;;0
917;3,3673127;-0,172088875;;0
918;3,0672297;-0,423444767;;2,03
919;2,5854497;-0,370685817;;3,27
920;2,338383;-0,369870783;;3,99
921;1,9847689;0,137816858;;3,9399998
922;2,7002327;1,061914817;;4,97
923;3,826445;0,876100233;;6,3399997
924;4,328814;0,288587667;;7,52
925;4,5002165;0,092349608;;8,73
926;4,6273527;0,324661058;;9,87
927;5,1065593;0,374846592;;9,889999
928;5,2836237;0,028438208;;10,26
929;5,2522254;0,084457225;;10,929999
930;5,451423;0,112338458;;11,509999
931;5,435467;0,020202867;;11,94
932;5,401495;-0,43764275;;11,849999
933;4,610367;-0,72520075;;11,62
934;4,102336;-0,42619015;;11,12
935;3,744604;-0,231710683;;10,3
936;3,5896728;-0,224504658;;8,71
937;3,2895896;-0,18898885;;7,2799997
938;3,1562767;-0,410876925;;5,66
939;2,5453014;-0,272288075;;4,5499997
940;2,5658903;-0,380465492;;4,0099998
941;1,8339553;-0,382352883;;4,5499997
942;2,0310938;0,621355392;;4,88
943;2,855164;0,629376592;;5,44
944;3,2792952;0,721769458;;5,96
945;4,2670474;0,753767817;;6,56
946;4,6649275;0,281767567;;7,0699997
947;4,8950086;0,1170565;;7,64
948;4,921774;-0,008836233;;8,36
949;4,9171414;0,0359876;;9,07
950;4,9480247;-0,129452683;;9,849999
951;4,673163;-0,250112017;;10,29
952;4,523379;-0,010337308;;10,679999
953;4,52132;-0,334998417;;11,34
954;3,8573284;-0,6550269;;12,259999
955;3,3647392;-0,35357125;;12,599999
956;3,1310554;-0,145966542;;12
957;2,953991;-0,405858608;;11,179999
958;2,3229413;-0,674843842;;10,49
959;1,7701297;-0,2874723;;9,79
960;1,7582911;0,067385758;;9,03
961;1,886457;0,374546242;;8,37
962;2,4449306;0,501124908;;7,77
963;2,7686908;0,142492317;;7,31
964;2,8026626;0,066570717;;6,7599998
965;3,0384052;0,543203425;;4,38
966;3,8037972;0,659616667;;2,01
967;4,2593265;0,412506917;;1,0799999
968;4,654633;0,321915975;;0,32
969;4,8950086;0,1370018;;0,39999998
970;5,0262623;0,382695883;;1
971;5,5883393;0,339459433;;1,88
972;5,608928;-0,067857717;;1,92
973;5,482821;-0,371629475;;1,73
974;4,9964085;-0,183026558;;1,75
975;5,147737;0,127050842;;1,4499999
976;5,1245747;-0,116927825;;1,7099999
977;4,9835405;-0,03328545;;1,54
978;5,0859704;0,140991008;;1,06
979;5,238328;0,218027758;;0,38
980;5,4709826;0,163981783;;0,22999999
981;5,447305;-0,409547375;;0,29999998
982;4,790005;-0,41199215;;1,04
983;4,7050757;-0,116412958;;1,5799999
984;4,477054;-0,1801098;;1,79
985;4,3406525;-0,221931108;;3,21
986;4,035937;-0,283054367;;4,62
987;3,839313;-0,135157442;;4,44
988;3,8629904;0,43953;;5,14
989;4,578969;0,430393483;;6,43
990;4,678825;0,32122945;;7,48
991;5,201268;0,174276442;;8,92
992;4,986629;-0,212708867;;9,53
993;4,9500837;0,109121083;;9,46
994;5,221857;0,4858547;;9,75
995;5,773639;0,289188275;;10,33
996;5,744815;-0,111694758;;11,05
997;5,6634884;-0,062109908;;11,58
998;5,6809893;0,179852542;;11,15
999;6,0083523;0,419584383;;11,259999
1000;6,3454957;-0,042678867;;11,45
1001;5,944527;-0,407316992;;11,55
1002;5,6825333;-0,217941942;;10,86
1003;5,592457;0,28957405;;8,55
1004;6,144239;0,347523333;;5,8799996
1005;6,163284;-0,093336275;;5,0899997
1006;6,0788693;0,015355775;;4,12
1007;6,1895347;0,084285875;;3,3799999
1008;6,1699753;-0,219829217;;2,36
1009;5,8807015;0,076136058;;1,52
1010;6,2461543;0,049799383;;1,5699999
1011;5,885334;-0,345507442;;2,45
1012;5,6094427;-0,469683925;;3,83
1013;4,933098;-0,723785317;;4,22
1014;4,2644734;-0,612047733;;4,27
1015;3,8110034;-0,143392833;;5,6299996
1016;3,9772587;0,346879975;;6,69
1017;4,3560944;0,299053583;;7,64
1018;4,4626417;-0,1600359;;7,54
1019;4,1054244;-0,309776958;;7,6
1020;3,8923295;-0,306216783;;7,6
1021;3,5109203;-0,26186495;;7,66
1022;3,3812103;-0,154330942;;7,52
1023;3,1588502;-0,224075758;;5,8199997
1024;2,92774;-0,283311608;;4,0099998
1025;2,572067;-0,468139792;;1,5699999
1026;2,086684;-0,331609842;;1,62
1027;2,0480797;0,313894692;;2,95
1028;2,7151597;1,012244092;;4,83
1029;3,8331363;0,76775125;;4,8599997
1030;4,2202077;0,455614883;;6,0499997
1031;4,8754487;0,742100675;;7,0099998
1032;5,5862803;0,507902008;;6,72
1033;5,856509;0,149054883;;6,2
1034;5,973866;0,192291825;;5,37
1035;6,1874757;-0,034100083;;3,5
1036;5,926512;-0,155231633;;3,31
1037;5,886878;-0,229265825;;4,1
1038;5,431864;-0,526732383;;4,37
1039;4,9814816;-0,1613657;;3,1799998
1040;5,0041294;-0,24089;;2,32
1041;4,4013896;-0,741757633;;1,78
1042;3,681808;-0,556500392;;1,5999999
1043;3,304002;-0,349239025;;1,39
1044;2,9030333;-0,483838917;;1,37
1045;2,3620603;-0,521670933;;1,9399999
1046;1,9523414;-0,151199708;;2,69
1047;1,958518;-0,238745325;;2,76
1048;1,4890914;-0,246037158;;2,04
1049;1,5210042;-0,011109467;;1,1899999
1050;1,4046769;-0,083084733;;1,37
1051;1,4165156;0,161279633;;1,31
1052;1,6501994;0,085829892;;3,9599998
1053;1,5498286;-0,174576608;;5,0099998
1054;1,4412222;0,153987792;;5,2999997
1055;1,8396173;0,375618517;;5,33
1056;2,1206555;0,295321842;;5,74
1057;2,4778728;0,440259083;;7,1
1058;3,0034041;0,599179492;;8,74
1059;3,6184971;0,559803083;;9,23
1060;4,055496;0,27288875;;9,599999
1061;4,176971;0,057606292;;9,25
1062;4,1965303;-0,04165;;8,389999
1063;4,055496;-0,356959933;;8,12
1064;3,583496;-0,263365958;;6,08
1065;3,5562158;-0,067257033;;4,3399997
1066;3,3626802;-0,254916283;;3,53
1067;3,096054;-0,16445365;;4,3199997
1068;2,961197;-0,385398275;;5,94
1069;2,317794;-0,661332283;;7,2
1070;1,7613795;-0,462048858;;7,85
1071;1,4335014;-0,154974333;;8,49
1072;1,4314425;0,04203565;;8,73
1073;1,53799;0,3293793;;8,57
1074;2,0928605;0,687625942;;8,19
1075;2,7722938;0,494948308;;7,7799997
1076;3,0543616;0,225834392;;7,48
1077;3,2906191;0,215797267;;6,91
1078;3,5294502;0,343663;;6,5099998
1079;3,9834354;0,530421233;;5,89
1080;4,472936;0,288244267;;5,91
1081;4,4734507;-0,264996058;;6,0699997
1082;3,9906414;-0,630234433;;5,5
1083;3,3050313;-0,640357467;;5,14
1084;2,688394;-0,710960017;;5,14
1085;1,7397611;-1,516843392;;5,19
1086;0;-0,9358079;;4,92
1087;0;0,144980092;;4,7
1088;0;0;;4,81
1089;0;0;;4,92
1090;0;-0,271515967;;5,2
1091;0;1,8210014;;4,87
1092;3,2581916;2,372826458;;5,13
1093;4,213516;0,906125767;;4,98
1094;5,2342105;0,267269633;;4,66
1095;4,934642;0,136015083;;3,55
1096;5,819964;1,250774958;;2,06
1097;7,267363;1,689790167;;1,63
1098;8,886679;1,041068583;;1,74
1099;9,19088;-0,245221917;;2,96
1100;8,715277;-0,25165625;;3,25
1101;8,83881;0,25105525;;3,27
1102;9,089994;0,18478525;;4,13
1103;9,175953;0,056834333;;4,21
1104;9,194998;-0,091491667;;3,99
1105;8,99683;-0,269500333;;4,12
1106;8,75491;-0,007720833;;3,52
1107;8,889253;-0,151285417;;2,9099998
1108;8,427032;-0,411520333;;2,76
1109;8,189231;-0,1587055;;3
1110;8,092978;0,003602583;;4,58
1111;8,121287;-0,1152122;;5,99
1112;7,840249;-0,297209125;;7,56
1113;7,5499454;-0,3642517;;8,49
1114;7,0887547;-0,5468921;;8,7699995
1115;6,480353;-0,67269925;;9,04
1116;5,846215;-0,363608367;;9,03
1117;5,6820188;-0,333110967;;7,83
1118;5,0653815;-0,748749425;;6,3199997
1119;4,2310166;-0,933620425;;5,27
1120;3,2231905;-1,067748258;;3,3
1121;2,1479359;-1,135005358;;1,92
1122;1,213715;-0,137044875;;1,9399999
1123;1,7752769;0,398437933;;2,59
1124;1,886457;0,471099575;;4,7
1125;2,7486167;0,819566342;;4,75
1126;3,3472385;0,394320117;;6,3799996
1127;3,6267328;0,403413608;;7,7
1128;4,1795444;0,490658775;;8,179999
1129;4,5661006;0,383725483;;8,349999
1130;4,9742756;0,431852033;;8,09
1131;5,3798766;0,2672696;;5,54
1132;5,507528;0,099041267;;5,14
1133;5,6248846;0,1450659;;4,97
1134;5,7458444;-0,058635683;;2,6
1135;5,545617;-0,076564975;;1,49
1136;5,5770154;-0,1565184;;1,63
1137;5,1930323;-0,4322382;;1,48
1138;4,8033876;-0,3091335;;1,99
1139;4,543453;-0,311278008;;2,25
1140;4,089983;-0,68479505;;2,49
1141;3,2211316;-0,888410675;;3,51
1142;2,442357;-0,615436108;;4,0699997
1143;2,0233731;-0,280866817;;4,06
1144;1,8931483;0,070087933;;4,47
1145;2,1978638;0,64194435;;6,06
1146;2,9972274;0,517338842;;6,8199997
1147;3,1526737;0,061380683;;6,68
1148;3,3235614;0,477662217;;6,3599997
1149;4,0719676;0,720696958;;3,8
1150;4,619632;0,389944717;;2,8
1151;4,872875;0,175091383;;1,28
1152;5,051484;0,287086558;;0,52
1153;5,425687;0,301627033;;0,84999996
1154;5,5970893;0,0835565;;0,71
1155;5,618193;-0,01767195;;0
1156;5,588854;0,012439108;;0
1157;5,571868;-0,263323417;;0
1158;5,07722;-0,476975642;;0
1159;4,685002;-0,426661967;;3,9160066
1160;4,2176337;-0,4623065;;4,8471394
1161;3,8151212;-0,239688883;;5,3206835
1162;3,6658516;-0,316811517;;5,7134166
1163;3,1470118;-0,503441158;;6,572488
1164;2,6744967;-0,667852133;;7,4850907
1165;1,9255759;-0,376776675;;7,957091
1166;1,90859;-0,2035727;;7,952973
1167;1,5410783;0,046367867;;8,127464
1168;2,0413883;0,488600183;;8,158347
1169;2,4315479;0,60411225;;8,298866
1170;3,1691446;0,467582192;;8,525344
1171;3,3137817;0,111952108;;8,674614
1172;3,4882724;0,096510417;;8,541815
1173;3,641145;0,5916301;;8,544904
1174;4,629926;0,958627317;;8,688511
1175;5,3474493;0,515365967;;8,675643
1176;5,635179;0,036587983;;8,593802
1177;5,4987774;-0,145494892;;8,5845375
1178;5,401495;-0,147767992;;8,450194
1179;5,223916;-0,09655325;;8,289086
1180;5,2095037;-0,059707967;;8,058491
1181;5,121486;0,025092683;;7,958635
1182;5,2985506;0,315910917;;7,3332477
1183;5,635179;0,109378442;;6,415498
1184;5,5281167;-0,020803333;;5,742241
1185;5,6454735;0,060951808;;5,0031
1186;5,6305466;0,027880767;;4,015863
1187;5,7231965;0,089775892;;2,762514
1188;5,8153315;0,181825633;;1,7392464
1189;6,046442;0,151628458;;1,2677609
1190;6,034603;-0,258433292;;0
1191;5,657827;-0,102043333;;0
1192;5,807611;-0,074935292;;0
1193;5,455026;-0,29141875;;2,42743
1194;5,3114185;-0,131125167;;3,4054022
1195;5,185312;-0,031741217;;3,6030555
1196;5,223401;-0,022862433;;4,352491
1197;5,1317806;-0,0558045;;4,5799985
1198;5,1575165;0,123962433;;5,0195713
1199;5,32789;0,10208655;;5,807096
1200;5,304727;-0,138589208;;5,445246
1201;5,084426;-0,188517;;5,278991
1202;4,872875;-0,442275233;;5,3021536
1203;4,135278;-0,975956067;;5,6109867
1204;3,0188458;-1,128571217;;5,481277
1205;1,9636652;-0,972739233;;4,707649
1206;1,0428272;-1,05753965;;4,7004433
1207;0;-0,531579367;;4,358153
1208;0;0,086902267;;3,6586456
1209;0;0;;3,6246738
1210;0;-0,1641106;;3,381725
1211;0;1,11137105;;3,5907023
1212;1,9693272;1,3984145;;4,4039636
1213;2,418165;0,198511142;;5,1693554
1214;2,564346;-0,090633975;;5,7602563
1215;2,3780167;0,046410792;;6,0098968
1216;2,7357485;0,4601187;;6,73617
1217;3,2324555;0,559503175;;6,8813214
1218;3,878432;0,800993558;;7,191184
1219;4,8054466;1,010142242;;7,151551
1220;5,7077546;0,4680112;;6,813378
1221;5,7453294;-0,031698242;;6,3660846
1222;5,78136;0,014755442;;5,732976
1223;5,7746687;0,0037318;;4,637647
1224;5,7654037;-0,086859508;;3,5515833
1225;5,5728974;-0,301326967;;2,3574278
1226;5,2095037;-0,310334508;;1,430413
1227;4,9433923;-0,362106925;;0
1228;4,453377;-0,560789942;;0
1229;3,8691669;-0,577861633;;0
1230;3,3451798;-0,475774942;;0
1231;3,0121543;-0,022476292;;0
1232;3,3065755;0,416925067;;0
1233;3,830048;0,87678645;;0
1234;4,8852286;0,68633905;;0
1235;5,1199417;0,224032908;;0
1236;5,3896565;0,061681167;;0
1237;5,1770763;-0,457330758;;1,3609256
1238;4,6021314;-0,481308475;;1,5240926
1239;4,30771;-0,140519142;;1,6085069
1240;4,2104278;-0,265639383;;2,553537
1241;3,7296772;-0,616594408;;3,181498
1242;3,1655416;-0,203358183;;2,879871
1243;3,3477533;0,314752733;;3,009066
1244;3,5953348;0,032684875;;3,3611362
1245;3,39099;-0,259248458;;4,3071957
1246;3,1192167;-0,389172892;;4,8636103
1247;2,64979;-0,404142717;;5,030895
1248;2,3358095;-0,332253192;;5,306786
1249;1,973445;-0,321615633;;5,186856
1250;1,695495;-0,347008608;;5,288256
1251;1,3866616;0,02504985;;5,0947204
1252;1,8056456;0,709973508;;4,704561
1253;2,5540516;0,430222042;;4,730297
1254;2,5149329;-0,437814133;;4,624779
1255;1,8982955;-0,405000675;;4,8697867
1256;1,8133664;-0,049370433;;5,070014
1257;1,8015277;0,221587808;;5,503925
1258;2,3332357;0,878759617;;5,2172246
1259;3,3981962;0,963517267;;4,8672132
1260;4,041599;0,136444192;;4,9022145
1261;3,9062269;0,355544267;;4,5537477
1262;4,760151;0,548221817;;4,5511737
1263;4,880081;0,185686325;;4,4281554
1264;5,25377;0,42550375;;3,9458606
1265;5,626943;0,173546833;;3,689529
1266;5,629002;0,06760025;;3,4512124
1267;5,799375;0,127350958;;3,4908462
1268;5,822023;-0,088489308;;3,491361
1269;5,6428995;-0,2408042;;3,4661396
1270;5,4390697;0,003817542;;3,491361
1271;5,625399;0,131854783;;3,5212147
1272;5,6362085;0,00780675;;3,7193828
1273;5,6377525;-0,08089745;;3,5361416
1274;5,4442167;-0,308490267;;4,0143185
1275;5,060234;-0,378535292;;4,56713
1276;4,7179437;-0,34645065;;4,960378
1277;4,369992;-0,303514325;;4,740077
1278;4,0796885;-0,42284445;;4,3998456
1279;3,5963643;-0,30943395;;4,2495465
1280;3,6030555;0,405901192;;4,078144
1281;4,2701354;0,544790583;;3,5119498
1282;4,599043;0,356402392;;3,3673127
1283;5,0267773;0,44819445;;3,0672297
1284;5,379362;-0,006133925;;2,5854497
1285;5,134354;0,039847933;;2,338383
1286;5,5332637;0,3966793;;1,9847689
1287;5,7798157;0,113153117;;2,7002327
1288;5,782904;-0,038175242;;3,826445
1289;5,773639;0,092778558;;4,328814
1290;5,941953;0,098269142;;4,5002165
1291;5,938865;-0,015527217;;4,6273527
1292;5,9254823;-0,065927183;;5,1065593
1293;5,8282;-0,061766692;;5,2836237
1294;5,8477592;0,1261925;;5,2522254
1295;6,0582805;0,224118767;;5,451423
1296;6,2518163;0,167842333;;5,435467
1297;6,3712316;0,031826875;;5,401495
1298;6,33726;0,0048898;;4,610367
1299;6,3599076;-0,134728533;;4,102336
1300;6,1025467;-0,117227783;;3,744604
1301;6,1102676;-0,165526267;;3,5896728
1302;5,7468734;-0,348895942;;3,2895896
1303;5,5008364;-0,183970117;;3,1562767
1304;5,4138484;0,121860517;;2,5453014
1305;5,653709;0,0642546;;2,5658903
1306;5,507528;-0,087803133;;1,8339553
1307;5,479218;-0,217341667;;2,0310938
1308;5,071558;-0,387456833;;2,855164
1309;4,774049;-0,251012858;;3,2792952
1310;4,515658;-0,368970433;;4,2670474
1311;4,0441723;-0,468268558;;4,6649275
1312;3,6601896;-0,235999975;;4,8950086
1313;3,5495245;-0,1112657;;4,921774
1314;3,3904753;-0,144894417;;4,9171414
1315;3,2216463;-0,299482525;;4,9480247
1316;2,775897;-0,551181617;;4,673163
1317;2,2266884;-0,437042033;;4,523379
1318;2,0449915;0,188345417;;4,52132
1319;2,6189067;0,881504683;;3,8573284
1320;3,6534984;1,025755508;;3,3647392
1321;4,5166874;0,582193792;;3,1310554
1322;4,918171;0,622427975;;2,953991
1323;5,749962;0,629247642;;2,3229413
1324;6,0505595;0,079481717;;1,7701297
1325;6,0248237;0,0424648;;1,7582911
1326;6,163284;0,084886258;;1,886457
1327;6,1421804;-0,120788083;;2,4449306
1328;5,970778;-0,110193383;;2,7686908
1329;5,9342327;-0,052373167;;2,8026626
1330;5,822023;-0,194736658;;3,0384052
1331;5,5806184;-0,200098108;;3,8037972
1332;5,4787035;0,0418641;;4,2593265
1333;5,588854;-0,039076117;;4,654633
1334;5,3855386;-0,175520275;;4,8950086
1335;5,3042126;-0,0309262;;5,0262623
1336;5,3078156;0,027194583;;5,5883393
1337;5,3381844;0,000600442;;5,608928
1338;5,330978;0,097711367;;5,482821
1339;5,4823065;0,013597242;;4,9964085
1340;5,288256;-0,373817183;;5,147737
1341;4,8332415;-0,379007217;;5,1245747
1342;4,6242642;-0,045509867;;4,9835405
1343;4,7184587;0,176935933;;5,0859704
1344;4,916112;0,168914708;;5,238328
1345;5,0447927;0,172732358;;5,4709826
1346;5,2079597;0,003559867;;5,447305
1347;4,980452;-0,45377055;;4,790005
1348;4,358668;-0,721168458;;4,7050757
1349;3,6957057;-0,4215577;;4,477054
1350;3,5840108;0,083299208;;4,3406525
1351;3,8418868;0,518797283;;4,035937
1352;4,5285263;0,699893317;;3,839313
1353;5,0262623;0,0315695;;3,8629904
1354;4,660295;-0,3033427;;4,578969
1355;4,5172024;-0,275033225;;4,678825
1356;4,0961595;-0,344906858;;5,201268
1357;3,813577;-0,436827658;;4,986629
1358;3,1701741;-0,731291642;;4,9500837
1359;2,3512511;-1,141825375;;5,221857
1360;1,173052;-0,277649758;;5,773639
1361;1,5385047;-0,586097075;;5,744815
1362;;;;5,6634884
1363;;;;5,6809893
1364;;;;6,0083523
1365;;;;6,3454957
1366;;;;5,944527
1367;;;;5,6825333
1368;;;;5,592457
1369;;;;6,144239
1370;;;;6,163284
1371;;;;6,0788693
1372;;;;6,1895347
1373;;;;6,1699753
1374;;;;5,8807015
1375;;;;6,2461543
1376;;;;5,885334
1377;;;;5,6094427
1378;;;;4,933098
1379;;;;4,2644734
1380;;;;3,8110034
1381;;;;3,9772587
1382;;;;4,3560944
1383;;;;4,4626417
1384;;;;4,1054244
1385;;;;3,8923295
1386;;;;3,5109203
1387;;;;3,3812103
1388;;;;3,1588502
1389;;;;2,92774
1390;;;;2,572067
1391;;;;2,086684
1392;;;;2,0480797
1393;;;;2,7151597
1394;;;;3,8331363
1395;;;;4,2202077
1396;;;;4,8754487
1397;;;;5,5862803
1398;;;;5,856509
1399;;;;5,973866
1400;;;;6,1874757
1401;;;;5,926512
1402;;;;5,886878
1403;;;;5,431864
1404;;;;4,9814816
1405;;;;5,0041294
1406;;;;4,4013896
1407;;;;3,681808
1408;;;;3,304002
1409;;;;2,9030333
1410;;;;2,3620603
1411;;;;1,9523414
1412;;;;1,958518
1413;;;;1,4890914
1414;;;;1,5210042
1415;;;;1,4046769
1416;;;;1,4165156
1417;;;;1,6501994
1418;;;;1,5498286
1419;;;;1,4412222
1420;;;;1,8396173
1421;;;;2,1206555
1422;;;;2,4778728
1423;;;;3,0034041
1424;;;;3,6184971
1425;;;;4,055496
1426;;;;4,176971
1427;;;;4,1965303
1428;;;;4,055496
1429;;;;3,583496
1430;;;;3,5562158
1431;;;;3,3626802
1432;;;;3,096054
1433;;;;2,961197
1434;;;;2,317794
1435;;;;1,7613795
1436;;;;1,4335014
1437;;;;1,4314425
1438;;;;1,53799
1439;;;;2,0928605
1440;;;;2,7722938
1441;;;;3,0543616
1442;;;;3,2906191
1443;;;;3,5294502
1444;;;;3,9834354
1445;;;;4,472936
1446;;;;4,4734507
1447;;;;3,9906414
1448;;;;3,3050313
1449;;;;2,688394
1450;;;;1,7397611
1451;;;;0
1452;;;;0
1453;;;;0
1454;;;;0
1455;;;;0
1456;;;;0
1457;;;;3,2581916
1458;;;;4,213516
1459;;;;5,2342105
1460;;;;4,934642
1461;;;;5,819964
1462;;;;7,267363
1463;;;;8,886679
1464;;;;9,19088
1465;;;;8,715277
1466;;;;8,83881
1467;;;;9,089994
1468;;;;9,175953
1469;;;;9,194998
1470;;;;8,99683
1471;;;;8,75491
1472;;;;8,889253
1473;;;;8,427032
1474;;;;8,189231
1475;;;;8,092978
1476;;;;8,121287
1477;;;;7,840249
1478;;;;7,5499454
1479;;;;7,0887547
1480;;;;6,480353
1481;;;;5,846215
1482;;;;5,6820188
1483;;;;5,0653815
1484;;;;4,2310166
1485;;;;3,2231905
1486;;;;2,1479359
1487;;;;1,213715
1488;;;;1,7752769
1489;;;;1,886457
1490;;;;2,7486167
1491;;;;3,3472385
1492;;;;3,6267328
1493;;;;4,1795444
1494;;;;4,5661006
1495;;;;4,9742756
1496;;;;5,3798766
1497;;;;5,507528
1498;;;;5,6248846
1499;;;;5,7458444
1500;;;;5,545617
1501;;;;5,5770154
1502;;;;5,1930323
1503;;;;4,8033876
1504;;;;4,543453
1505;;;;4,089983
1506;;;;3,2211316
1507;;;;2,442357
1508;;;;2,0233731
1509;;;;1,8931483
1510;;;;2,1978638
1511;;;;2,9972274
1512;;;;3,1526737
1513;;;;3,3235614
1514;;;;4,0719676
1515;;;;4,619632
1516;;;;4,872875
1517;;;;5,051484
1518;;;;5,425687
1519;;;;5,5970893
1520;;;;5,618193
1521;;;;5,588854
1522;;;;5,571868
1523;;;;5,07722
1524;;;;4,685002
1525;;;;4,2176337
1526;;;;3,8151212
1527;;;;3,6658516
1528;;;;3,1470118
1529;;;;2,6744967
1530;;;;1,9255759
1531;;;;1,90859
1532;;;;1,5410783
1533;;;;2,0413883
1534;;;;2,4315479
1535;;;;3,1691446
1536;;;;3,3137817
1537;;;;3,4882724
1538;;;;3,641145
1539;;;;4,629926
1540;;;;5,3474493
1541;;;;5,635179
1542;;;;5,4987774
1543;;;;5,401495
1544;;;;5,223916
1545;;;;5,2095037
1546;;;;5,121486
1547;;;;5,2985506
1548;;;;5,635179
1549;;;;5,5281167
1550;;;;5,6454735
1551;;;;5,6305466
1552;;;;5,7231965
1553;;;;5,8153315
1554;;;;6,046442
1555;;;;6,034603
1556;;;;5,657827
1557;;;;5,807611
1558;;;;5,455026
1559;;;;5,3114185
1560;;;;5,185312
1561;;;;5,223401
1562;;;;5,1317806
1563;;;;5,1575165
1564;;;;5,32789
1565;;;;5,304727
1566;;;;5,084426
1567;;;;4,872875
1568;;;;4,135278
1569;;;;3,0188458
1570;;;;1,9636652
1571;;;;1,0428272
1572;;;;0
1573;;;;0
1574;;;;0
1575;;;;0
1576;;;;0
1577;;;;1,9693272
1578;;;;2,418165
1579;;;;2,564346
1580;;;;2,3780167
1581;;;;2,7357485
1582;;;;3,2324555
1583;;;;3,878432
1584;;;;4,8054466
1585;;;;5,7077546
